60-64,Country,50-54,55-59,70-74,65-69,Year,Country_Name,Male,Cause,75 +
0.0,2045,0.0,0.0,0.0,0.0,2001,Belize,0,I629,0.0
0.0,2045,0.0,0.0,0.0,0.0,2001,Belize,0,I639,2.0
1.0,2045,0.0,1.0,4.0,1.0,2001,Belize,1,I64,10.0
1.0,2045,0.0,0.0,2.0,4.0,2001,Belize,0,I64,21.0
0.0,2045,0.0,0.0,1.0,0.0,2001,Belize,1,I679,0.0
0.0,2045,0.0,0.0,0.0,0.0,2001,Belize,1,I694,1.0
0.0,2045,0.0,0.0,3.0,0.0,2001,Belize,1,I709,0.0
0.0,2045,0.0,0.0,0.0,0.0,2001,Belize,0,I709,1.0
1.0,2045,0.0,0.0,0.0,0.0,2001,Belize,0,I713,0.0
0.0,2045,0.0,0.0,1.0,0.0,2001,Belize,1,I718,0.0
0.0,2045,0.0,0.0,2.0,0.0,2001,Belize,0,I749,2.0
0.0,2045,1.0,0.0,0.0,0.0,2001,Belize,1,I779,0.0
0.0,2045,1.0,0.0,1.0,0.0,2001,Belize,1,I809,0.0
0.0,2045,0.0,0.0,0.0,0.0,2001,Belize,0,I823,0.0
2.0,2045,4.0,4.0,4.0,5.0,2002,Belize,1,I10,14.0
3.0,2045,2.0,1.0,6.0,7.0,2002,Belize,0,I10,21.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I110,1.0
6.0,2045,3.0,2.0,2.0,6.0,2002,Belize,1,I219,14.0
2.0,2045,1.0,0.0,4.0,1.0,2002,Belize,0,I219,12.0
0.0,2045,0.0,1.0,0.0,0.0,2002,Belize,1,I229,0.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I251,3.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I251,1.0
0.0,2045,0.0,1.0,0.0,0.0,2002,Belize,1,I255,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I255,2.0
0.0,2045,0.0,0.0,1.0,0.0,2002,Belize,1,I259,2.0
1.0,2045,0.0,0.0,1.0,0.0,2002,Belize,0,I259,5.0
1.0,2045,0.0,0.0,1.0,0.0,2002,Belize,1,I269,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I269,3.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I270,0.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I319,0.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I38,0.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I429,0.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I461,1.0
0.0,2045,0.0,0.0,0.0,1.0,2002,Belize,1,I469,2.0
0.0,2045,0.0,2.0,0.0,0.0,2002,Belize,0,I469,2.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I490,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I498,1.0
1.0,2045,0.0,1.0,1.0,0.0,2002,Belize,1,I500,5.0
0.0,2045,1.0,0.0,1.0,1.0,2002,Belize,0,I500,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I501,1.0
2.0,2045,0.0,1.0,1.0,1.0,2002,Belize,1,I509,9.0
1.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I509,6.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I516,1.0
0.0,2045,0.0,0.0,2.0,0.0,2002,Belize,0,I516,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I519,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I519,1.0
0.0,2045,0.0,0.0,0.0,1.0,2002,Belize,1,I609,0.0
1.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I609,0.0
0.0,2045,0.0,0.0,0.0,1.0,2002,Belize,1,I615,0.0
0.0,2045,1.0,0.0,0.0,1.0,2002,Belize,1,I619,0.0
0.0,2045,0.0,0.0,1.0,1.0,2002,Belize,0,I619,1.0
0.0,2045,0.0,0.0,1.0,1.0,2002,Belize,1,I639,1.0
3.0,2045,1.0,1.0,4.0,3.0,2002,Belize,1,I64,12.0
1.0,2045,1.0,0.0,2.0,0.0,2002,Belize,0,I64,7.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I692,0.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I694,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I700,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,1,I709,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I709,2.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I714,1.0
0.0,2045,0.0,0.0,0.0,0.0,2002,Belize,0,I802,0.0
5.0,2045,6.0,6.0,12.0,3.0,2003,Belize,1,I10,18.0
4.0,2045,3.0,5.0,6.0,5.0,2003,Belize,0,I10,23.0
0.0,2045,0.0,1.0,0.0,0.0,2003,Belize,1,I110,0.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I110,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I119,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I139,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I210,0.0
0.0,2045,2.0,2.0,3.0,4.0,2003,Belize,1,I219,18.0
1.0,2045,0.0,0.0,3.0,1.0,2003,Belize,0,I219,12.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I251,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I251,4.0
0.0,2045,0.0,0.0,0.0,1.0,2003,Belize,0,I255,1.0
0.0,2045,0.0,0.0,1.0,1.0,2003,Belize,1,I259,3.0
1.0,2045,0.0,0.0,0.0,1.0,2003,Belize,0,I259,5.0
0.0,2045,0.0,0.0,1.0,0.0,2003,Belize,1,I269,2.0
0.0,2045,1.0,0.0,0.0,0.0,2003,Belize,0,I269,1.0
1.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I279,0.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I424,0.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I461,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I469,2.0
0.0,2045,1.0,0.0,0.0,0.0,2003,Belize,0,I469,2.0
0.0,2045,1.0,0.0,0.0,0.0,2003,Belize,0,I499,0.0
1.0,2045,1.0,0.0,1.0,0.0,2003,Belize,1,I500,6.0
1.0,2045,2.0,0.0,2.0,0.0,2003,Belize,0,I500,7.0
0.0,2045,2.0,1.0,2.0,0.0,2003,Belize,1,I509,10.0
2.0,2045,0.0,1.0,3.0,1.0,2003,Belize,0,I509,6.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I516,2.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I519,3.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I609,0.0
0.0,2045,1.0,0.0,0.0,0.0,2003,Belize,0,I609,0.0
0.0,2045,1.0,0.0,0.0,0.0,2003,Belize,1,I619,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I619,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I629,0.0
0.0,2045,1.0,0.0,0.0,0.0,2003,Belize,0,I639,0.0
2.0,2045,1.0,1.0,0.0,1.0,2003,Belize,1,I64,14.0
0.0,2045,0.0,0.0,2.0,0.0,2003,Belize,0,I64,8.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I678,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I694,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I698,1.0
0.0,2045,0.0,1.0,0.0,0.0,2003,Belize,0,I698,0.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I709,2.0
1.0,2045,0.0,0.0,1.0,0.0,2003,Belize,0,I709,5.0
0.0,2045,0.0,0.0,1.0,0.0,2003,Belize,0,I739,0.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I749,0.0
0.0,2045,0.0,0.0,0.0,1.0,2003,Belize,1,I809,0.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I872,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,1,I99,1.0
0.0,2045,0.0,0.0,0.0,0.0,2003,Belize,0,I99,1.0
9.0,2045,2.0,4.0,8.0,17.0,2004,Belize,1,I10,16.0
3.0,2045,2.0,2.0,7.0,7.0,2004,Belize,0,I10,28.0
0.0,2045,0.0,0.0,0.0,1.0,2004,Belize,1,I110,3.0
0.0,2045,0.0,0.0,1.0,1.0,2004,Belize,0,I110,4.0
0.0,2045,0.0,0.0,1.0,0.0,2004,Belize,1,I119,0.0
1.0,2045,0.0,0.0,0.0,1.0,2004,Belize,0,I119,2.0
0.0,2045,0.0,1.0,0.0,0.0,2004,Belize,1,I120,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I131,1.0
0.0,2045,0.0,0.0,1.0,0.0,2004,Belize,1,I200,0.0
0.0,2045,0.0,1.0,0.0,0.0,2004,Belize,1,I209,0.0
4.0,2045,0.0,1.0,3.0,2.0,2004,Belize,1,I219,7.0
1.0,2045,0.0,2.0,0.0,2.0,2004,Belize,0,I219,13.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I251,4.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I251,5.0
0.0,2045,1.0,0.0,0.0,1.0,2004,Belize,1,I259,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I259,2.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I260,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I269,1.0
0.0,2045,0.0,1.0,0.0,0.0,2004,Belize,0,I269,1.0
1.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I279,1.0
0.0,2045,0.0,1.0,0.0,0.0,2004,Belize,0,I279,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I330,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I420,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I424,0.0
0.0,2045,0.0,1.0,0.0,0.0,2004,Belize,1,I426,0.0
0.0,2045,0.0,0.0,0.0,1.0,2004,Belize,0,I429,0.0
0.0,2045,0.0,0.0,2.0,0.0,2004,Belize,1,I469,4.0
1.0,2045,0.0,1.0,0.0,0.0,2004,Belize,0,I469,2.0
1.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I48,0.0
1.0,2045,0.0,0.0,3.0,0.0,2004,Belize,1,I500,3.0
0.0,2045,0.0,0.0,0.0,2.0,2004,Belize,0,I500,5.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I501,1.0
0.0,2045,0.0,0.0,1.0,0.0,2004,Belize,0,I501,0.0
1.0,2045,0.0,0.0,1.0,0.0,2004,Belize,1,I509,4.0
0.0,2045,0.0,0.0,1.0,0.0,2004,Belize,0,I509,6.0
1.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I516,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I516,1.0
1.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I517,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I517,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I519,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I519,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I607,1.0
0.0,2045,1.0,0.0,0.0,0.0,2004,Belize,1,I609,0.0
0.0,2045,1.0,0.0,0.0,0.0,2004,Belize,0,I609,0.0
1.0,2045,0.0,0.0,1.0,0.0,2004,Belize,1,I619,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I639,1.0
0.0,2045,0.0,0.0,4.0,0.0,2004,Belize,1,I64,8.0
0.0,2045,0.0,2.0,4.0,2.0,2004,Belize,0,I64,7.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I671,0.0
0.0,2045,0.0,0.0,1.0,0.0,2004,Belize,1,I698,2.0
0.0,2045,0.0,0.0,1.0,2.0,2004,Belize,1,I709,3.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I709,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I713,1.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,1,I749,0.0
0.0,2045,0.0,0.0,0.0,0.0,2004,Belize,0,I749,1.0
0.0,2045,0.0,1.0,0.0,0.0,2004,Belize,0,I829,1.0
3.0,2045,1.0,2.0,5.0,6.0,2005,Belize,1,I10,15.0
1.0,2045,2.0,1.0,4.0,5.0,2005,Belize,0,I10,22.0
0.0,2045,0.0,0.0,0.0,1.0,2005,Belize,1,I110,2.0
1.0,2045,2.0,0.0,1.0,0.0,2005,Belize,0,I110,5.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I119,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I120,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I120,0.0
0.0,2045,0.0,0.0,0.0,1.0,2005,Belize,0,I130,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I132,1.0
0.0,2045,0.0,1.0,0.0,0.0,2005,Belize,0,I132,1.0
0.0,2045,0.0,0.0,1.0,0.0,2005,Belize,1,I209,0.0
0.0,2045,0.0,1.0,0.0,0.0,2005,Belize,0,I210,0.0
4.0,2045,3.0,1.0,4.0,6.0,2005,Belize,1,I219,11.0
2.0,2045,1.0,3.0,3.0,3.0,2005,Belize,0,I219,9.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I250,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I251,3.0
0.0,2045,1.0,0.0,0.0,0.0,2005,Belize,0,I251,3.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I254,1.0
1.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I255,1.0
2.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I259,6.0
0.0,2045,0.0,0.0,2.0,1.0,2005,Belize,0,I259,4.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I260,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I269,1.0
0.0,2045,0.0,0.0,1.0,0.0,2005,Belize,0,I269,0.0
0.0,2045,1.0,0.0,0.0,0.0,2005,Belize,1,I279,0.0
0.0,2045,1.0,0.0,0.0,0.0,2005,Belize,1,I319,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I330,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I420,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I424,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I499,1.0
1.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I500,6.0
0.0,2045,1.0,0.0,0.0,0.0,2005,Belize,0,I500,3.0
1.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I501,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I501,1.0
0.0,2045,1.0,1.0,1.0,2.0,2005,Belize,1,I509,6.0
0.0,2045,0.0,1.0,0.0,1.0,2005,Belize,0,I509,10.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I515,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I519,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I519,2.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I609,0.0
0.0,2045,0.0,0.0,1.0,0.0,2005,Belize,0,I609,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I619,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I620,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I629,1.0
1.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I633,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I639,1.0
1.0,2045,1.0,0.0,5.0,0.0,2005,Belize,1,I64,16.0
3.0,2045,0.0,1.0,3.0,5.0,2005,Belize,0,I64,11.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I672,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I679,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I694,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I698,2.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I709,5.0
2.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I709,2.0
0.0,2045,0.0,1.0,0.0,0.0,2005,Belize,1,I714,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I719,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I830,1.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,1,I850,0.0
1.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I864,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I872,0.0
0.0,2045,0.0,0.0,0.0,0.0,2005,Belize,0,I890,0.0
4.0,2045,2.0,0.0,2.0,2.0,2006,Belize,1,I10,10.0
3.0,2045,4.0,0.0,7.0,4.0,2006,Belize,0,I10,16.0
0.0,2045,0.0,0.0,1.0,0.0,2006,Belize,1,I110,2.0
0.0,2045,0.0,0.0,0.0,1.0,2006,Belize,0,I110,6.0
0.0,2045,0.0,0.0,0.0,2.0,2006,Belize,1,I119,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I119,3.0
1.0,2045,1.0,0.0,0.0,1.0,2006,Belize,1,I120,0.0
1.0,2045,1.0,1.0,2.0,0.0,2006,Belize,0,I120,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I130,0.0
1.0,2045,2.0,3.0,2.0,2.0,2006,Belize,1,I219,9.0
1.0,2045,0.0,1.0,0.0,2.0,2006,Belize,0,I219,8.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I248,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I249,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I251,2.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I251,2.0
0.0,2045,1.0,0.0,0.0,0.0,2006,Belize,0,I256,0.0
0.0,2045,1.0,0.0,0.0,3.0,2006,Belize,1,I259,7.0
2.0,2045,0.0,0.0,1.0,3.0,2006,Belize,0,I259,3.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I260,1.0
0.0,2045,1.0,1.0,0.0,1.0,2006,Belize,1,I269,2.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I269,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I270,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I270,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I340,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I351,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I359,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I360,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I420,1.0
0.0,2045,0.0,1.0,0.0,0.0,2006,Belize,0,I420,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I424,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I469,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I469,4.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I48,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I490,1.0
0.0,2045,2.0,0.0,0.0,0.0,2006,Belize,1,I499,0.0
2.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I500,8.0
2.0,2045,2.0,0.0,0.0,0.0,2006,Belize,0,I500,11.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I501,1.0
0.0,2045,0.0,2.0,1.0,2.0,2006,Belize,1,I509,8.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I509,2.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I514,0.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I519,0.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I608,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I619,1.0
2.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I619,1.0
0.0,2045,0.0,0.0,1.0,0.0,2006,Belize,0,I629,0.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I633,2.0
0.0,2045,0.0,0.0,0.0,1.0,2006,Belize,0,I634,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I635,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I639,1.0
1.0,2045,1.0,0.0,3.0,2.0,2006,Belize,1,I64,16.0
1.0,2045,1.0,0.0,1.0,3.0,2006,Belize,0,I64,18.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I671,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I672,1.0
0.0,2045,0.0,0.0,1.0,0.0,2006,Belize,0,I676,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I679,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I679,0.0
0.0,2045,0.0,0.0,0.0,1.0,2006,Belize,1,I694,1.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I698,0.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I709,4.0
0.0,2045,0.0,1.0,0.0,2.0,2006,Belize,0,I709,5.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,1,I718,0.0
0.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I802,1.0
1.0,2045,0.0,0.0,0.0,0.0,2006,Belize,0,I99,0.0
1.0,2045,0.0,2.0,1.0,1.0,2007,Belize,1,I10,6.0
2.0,2045,1.0,2.0,0.0,0.0,2007,Belize,0,I10,8.0
0.0,2045,1.0,0.0,2.0,3.0,2007,Belize,1,I110,3.0
0.0,2045,0.0,0.0,2.0,1.0,2007,Belize,0,I110,7.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,1,I119,1.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,0,I119,2.0
2.0,2045,0.0,0.0,1.0,0.0,2007,Belize,1,I120,2.0
1.0,2045,0.0,1.0,0.0,0.0,2007,Belize,0,I120,1.0
0.0,2045,2.0,0.0,0.0,0.0,2007,Belize,0,I129,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I132,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I209,1.0
0.0,2045,0.0,0.0,0.0,1.0,2007,Belize,1,I210,0.0
2.0,2045,2.0,3.0,3.0,6.0,2007,Belize,1,I219,10.0
3.0,2045,0.0,2.0,4.0,1.0,2007,Belize,0,I219,7.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I249,0.0
1.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I251,0.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,0,I251,3.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I255,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I255,3.0
0.0,2045,1.0,0.0,2.0,0.0,2007,Belize,1,I259,7.0
0.0,2045,0.0,1.0,0.0,0.0,2007,Belize,0,I259,7.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I269,1.0
1.0,2045,0.0,1.0,0.0,0.0,2007,Belize,0,I269,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I420,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I424,0.0
0.0,2045,0.0,0.0,0.0,1.0,2007,Belize,1,I429,2.0
0.0,2045,0.0,1.0,1.0,0.0,2007,Belize,0,I429,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I461,0.0
1.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I469,2.0
0.0,2045,0.0,0.0,0.0,1.0,2007,Belize,0,I469,1.0
0.0,2045,0.0,0.0,0.0,1.0,2007,Belize,1,I48,0.0
0.0,2045,0.0,0.0,0.0,1.0,2007,Belize,1,I499,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I499,2.0
1.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I500,9.0
0.0,2045,1.0,0.0,1.0,1.0,2007,Belize,0,I500,10.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I501,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I501,0.0
0.0,2045,3.0,1.0,0.0,1.0,2007,Belize,1,I509,6.0
0.0,2045,0.0,0.0,2.0,1.0,2007,Belize,0,I509,6.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,1,I516,0.0
0.0,2045,1.0,0.0,0.0,0.0,2007,Belize,1,I517,0.0
0.0,2045,1.0,0.0,0.0,0.0,2007,Belize,0,I517,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I519,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I609,0.0
1.0,2045,0.0,0.0,1.0,0.0,2007,Belize,0,I609,0.0
1.0,2045,0.0,1.0,0.0,0.0,2007,Belize,1,I619,2.0
0.0,2045,0.0,1.0,0.0,1.0,2007,Belize,0,I619,2.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,0,I620,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I639,1.0
0.0,2045,1.0,0.0,0.0,0.0,2007,Belize,0,I639,0.0
2.0,2045,1.0,2.0,3.0,3.0,2007,Belize,1,I64,15.0
1.0,2045,2.0,0.0,3.0,2.0,2007,Belize,0,I64,18.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I678,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I679,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I694,2.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,1,I698,0.0
0.0,2045,0.0,0.0,0.0,1.0,2007,Belize,1,I709,0.0
0.0,2045,0.0,0.0,1.0,0.0,2007,Belize,0,I709,2.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I723,1.0
1.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I729,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,1,I739,1.0
1.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I749,2.0
1.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I828,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I829,1.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I839,0.0
0.0,2045,0.0,0.0,0.0,0.0,2007,Belize,0,I872,1.0
1.0,2045,0.0,1.0,1.0,1.0,2008,Belize,1,I10,6.0
